Status,Vessel type,Hull No.,Type,Dwt,GT,Size,Unit,CGT,Built,Builder,Yard Status,Contract Date,Owner,Owner Group,NB Price,Currency
On Order,MR ,,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2019-10,Hyundai Mipo,Established <2000,2018-Aug-03,SK Shipping,SK Holdings,,
On Order,MR ,2281,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2020-,Onomichi Dockyd,Established <2000,2018-Jul-20,Nissen Kaiun,Nissen Kaiun,,
On Order,MR ,2282,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2020-,Onomichi Dockyd,Established <2000,2018-Jul-20,Nissen Kaiun,Nissen Kaiun,,
On Order,MR ,2283,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2019-07,Hyundai Mipo,Established <2000,2018-Jul-12,Overseas Shipholding,Overseas Shipholding,37.50,$m
On Order,MR ,2284,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2019-09,Hyundai Mipo,Established <2000,2018-Jul-12,Overseas Shipholding,Overseas Shipholding,37.50,$m
On Order,MR ,2285,Chem & Oil,"40,000",,"40,000",DWT,"21,666",2019-11,Hyundai Mipo,Established <2000,2018-Jun-22,Hyproc Shipping Co.,Sonatrach Petroleum,,
On Order,MR ,2704,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2020-,Samsung HI,Established <2000,2018-Jun-12,Mitsui & Co,Mitsui & Co,,
On Order,MR ,2679,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2020-,Samsung HI,Established <2000,2018-Jun-12,Mitsui & Co,Mitsui & Co,,
On Order,MR ,2680,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2020-,Samsung HI,Established <2000,2018-Jun-12,Mitsui & Co,Mitsui & Co,,
On Order,MR ,2681,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2020-,Samsung HI,Established <2000,2018-Jun-12,Mitsui & Co,Mitsui & Co,,
On Order,MR ,2682,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2020-,Samsung HI,Established <2000,2018-Jun-12,Mitsui & Co,Mitsui & Co,,
On Order,MR ,2687,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2019-09,Hyundai Mipo,Established <2000,2018-May-11,Niovis Shipping Co.,Niovis Shipping Co.,,
On Order,MR ,2688,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2019-06,Hyundai Mipo,Established <2000,2018-May-11,Yasa Shpg. Industry,Yasa Shpg. Industry,,
On Order,MR ,2689,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2019-06,Hyundai Mipo,Established <2000,2018-May-11,Yasa Shpg. Industry,Yasa Shpg. Industry,,
On Order,MR ,2690,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2019-07,Hyundai Mipo,Established <2000,2018-May-11,Yasa Shpg. Industry,Yasa Shpg. Industry,,
On Order,MR ,15121038,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2019-07,Hyundai Mipo,Established <2000,2018-May-11,Yasa Shpg. Industry,Yasa Shpg. Industry,,
On Order,MR ,15121039,Chem & Oil,"48,000",,"48,000",DWT,"23,951",2020-02,Hyundai Mipo,Established <2000,2018-Apr-24,Kuwait Oil Tanker,Kuwait Petroleum,41.90,$m
On Order,MR ,15121040,Chem & Oil,"48,000",,"48,000",DWT,"23,951",2020-03,Hyundai Mipo,Established <2000,2018-Apr-24,Kuwait Oil Tanker,Kuwait Petroleum,41.90,$m
On Order,MR ,S1765,Chem & Oil,"48,000",,"48,000",DWT,"23,951",2020-04,Hyundai Mipo,Established <2000,2018-Apr-24,Kuwait Oil Tanker,Kuwait Petroleum,41.90,$m
On Order,MR ,S1766,Chem & Oil,"48,000",,"48,000",DWT,"23,951",2020-05,Hyundai Mipo,Established <2000,2018-Apr-24,Kuwait Oil Tanker,Kuwait Petroleum,41.90,$m
On Order,MR ,HT-CT38-013,Chem & Oil,"49,999",,"49,999",DWT,"24,495",2019-,GSI Nansha,Established >2010,2018-Apr-03,TORM A/S,TORM A/S,31.00,$m
On Order,MR ,HT-CT38-014,Chem & Oil,"49,999",,"49,999",DWT,"24,495",2019-11,GSI Nansha,Established >2010,2018-Apr-03,TORM A/S,TORM A/S,31.00,$m
On Order,MR ,S472,Chem & Oil,"49,999",,"49,999",DWT,"24,495",2020-02,GSI Nansha,Established >2010,2018-Apr-03,TORM A/S,TORM A/S,31.00,$m
On Order,MR ,8228,Chem & Oil,"49,700",,"49,700",DWT,"24,415",2019-10,STX SB (Jinhae),Established <2000,2018-Feb-02,Pantheon Tankers,Alpha Tankers,,
On Order,MR ,8242,Chem & Oil,"49,700",,"49,700",DWT,"24,415",2019-12,STX SB (Jinhae),Established <2000,2018-Feb-02,Pantheon Tankers,Alpha Tankers,,
On Order,Handy ,17121004,Chem & Oil,"38,000",,"38,000",DWT,"21,064",2019-06,Jiangsu Hantong HI,Established 2000-10,2018-Feb-01,Carl Buttner,Carl Buttner,,
On Order,Handy ,17121005,Chem & Oil,"38,000",,"38,000",DWT,"21,064",2019-08,Jiangsu Hantong HI,Established 2000-10,2018-Feb-01,Carl Buttner,Carl Buttner,,
On Order,MR ,17121006,Chem & Oil,"49,999",,"49,999",DWT,"24,495",2019-10,Hyundai Vinashin,Established 2000-10,2018-Jan-19,DSD Shipping A/S,DSD Shipping A/S,,
On Order,MR ,CX5001,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2019-04,Hyundai Mipo,Established <2000,2018-Jan-12,Chios Navigation,Chios Navigation,,
On Order,MR ,CX5002,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2019-09,Hyundai Mipo,Established <2000,2018-Jan-12,Top Ships,Top Ships,,
On Order,MR ,S1682,Chem & Oil,"52,000",,"52,000",DWT,"25,030",2019-11,GSI Nansha,Established >2010,2017-Dec-08,Formosa Plastics Co,Formosa Plastics Grp,,
On Order,MR ,S1683,Chem & Oil,"52,000",,"52,000",DWT,"25,030",2020-03,GSI Nansha,Established >2010,2017-Dec-08,Formosa Plastics Co,Formosa Plastics Grp,,
On Order,MR ,8243,Chem & Oil,"52,000",,"52,000",DWT,"25,030",2020-06,GSI Nansha,Established >2010,2017-Dec-08,Formosa Plastics Co,Formosa Plastics Grp,,
On Order,MR ,8244,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2019-11,Chengxi Shipyard,Established <2000,2017-Dec-07,Goldwin Shipping,Goldwin Shipping,,
On Order,MR ,8245,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2020-04,Chengxi Shipyard,Established <2000,2017-Dec-07,Goldwin Shipping,Goldwin Shipping,,
On Order,MR ,8218,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2019-05,STX SB (Jinhae),Established <2000,2017-Dec-01,ClearOcean Tankers,ClearOcean Tankers,,
On Order,MR ,S467,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2019-05,STX SB (Jinhae),Established <2000,2017-Dec-01,ClearOcean Tankers,ClearOcean Tankers,,
On Order,MR ,S468,Methanol,"49,000","30,945","49,000",DWT,"24,780",2019-,Hyundai Mipo,Established <2000,2017-Dec-01,Nippon Yusen Kaisha,Nippon Yusen Kaisha,,
On Order,MR ,S1761,Methanol,"49,000","30,945","49,000",DWT,"24,780",2019-,Hyundai Mipo,Established <2000,2017-Dec-01,Iino & Mitsui JV,Iino & Mitsui JV,,
On Order,MR ,S1762,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2019-02,Hyundai Mipo,Established <2000,2017-Nov-29,Eastern Med,Eastern Med,,
On Order,MR ,S1763,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2019-03,Hyundai Mipo,Established <2000,2017-Nov-29,Eastern Med,Eastern Med,,
On Order,MR ,S1764,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2019-04,Hyundai Mipo,Established <2000,2017-Nov-29,Eastern Med,Eastern Med,,
On Order,MR ,2245,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2019-01,Hyundai Mipo,Established <2000,2017-Nov-03,Top Ships,Top Ships,,
On Order,MR ,2636,Methanol,"49,000","30,945","49,000",DWT,"24,780",2019-,Hyundai Mipo,Established <2000,2017-Oct-01,WFS & Marinvest JV,WFS & Marinvest JV,,
On Order,MR ,2651,Methanol,"49,000","30,945","49,000",DWT,"24,780",2019-,Hyundai Mipo,Established <2000,2017-Oct-01,WFS & Marinvest JV,WFS & Marinvest JV,,
On Order,MR ,S465,Chem & Oil,"49,999",,"49,999",DWT,"24,495",2020-06,Hyundai Vinashin,Established 2000-10,2017-Sep-11,DSD Shipping A/S,DSD Shipping A/S,,
On Order,MR ,S466,Chem & Oil,"49,999",,"49,999",DWT,"24,495",2020-09,Hyundai Vinashin,Established 2000-10,2017-Sep-11,DSD Shipping A/S,DSD Shipping A/S,,
On Order,MR ,15121034,Chem & Oil,"49,700",,"49,700",DWT,"24,415",2019-03,STX SB (Jinhae),Established <2000,2017-Sep-07,Pantheon Tankers,Alpha Tankers,,
On Order,MR ,15121035,Chem & Oil,"49,700",,"49,700",DWT,"24,415",2019-03,STX SB (Jinhae),Established <2000,2017-Sep-07,Pantheon Tankers,Alpha Tankers,,
On Order,MR ,15121036,Chem & Oil,"49,700",,"49,700",DWT,"24,415",2019-06,STX SB (Jinhae),Established <2000,2017-Sep-07,Pantheon Tankers,Alpha Tankers,,
On Order,MR ,15121037,Chem & Oil,"49,700",,"49,700",DWT,"24,415",2019-06,STX SB (Jinhae),Established <2000,2017-Sep-07,Pantheon Tankers,Alpha Tankers,,
On Order,MR ,S453,Shuttle,"42,000",,"42,000",DWT,"15,578",2019-10,Samsung HI,Established <2000,2017-Aug-31,Sovcomflot JSC,SCF Group,,
On Order,MR ,S454,Chem & Oil,"49,999","29,300","49,999",DWT,"24,046",2019-01,Hyundai Mipo,Established <2000,2017-Aug-25,Union Maritime Ltd,Union Maritime Ltd,,
On Order,MR ,S455,Chem & Oil,"49,999","29,300","49,999",DWT,"24,046",2019-03,Hyundai Mipo,Established <2000,2017-Aug-25,Union Maritime Ltd,Union Maritime Ltd,,
On Order,MR ,S456,Chem & Oil,"49,999",,"49,999",DWT,"24,495",2020-01,Hyundai Vinashin,Established 2000-10,2017-Jul-28,DSD Shipping A/S,DSD Shipping A/S,,
On Order,MR ,S457,Chem & Oil,"49,999",,"49,999",DWT,"24,495",2020-03,Hyundai Vinashin,Established 2000-10,2017-Jul-28,DSD Shipping A/S,DSD Shipping A/S,,
On Order,MR ,S458,Chem & Oil,"49,999",,"49,999",DWT,"24,495",2019-,GSI Nansha,Established >2010,2017-Jul-24,TORM A/S,TORM A/S,,
On Order,MR ,S1680,Chem & Oil,"49,999",,"49,999",DWT,"24,495",2019-,GSI Nansha,Established >2010,2017-Jul-24,TORM A/S,TORM A/S,,
On Order,MR ,S1681,Chem & Oil,"49,999",,"49,999",DWT,"24,495",2019-,GSI Nansha,Established >2010,2017-Jul-24,TORM A/S,TORM A/S,,
On Order,MR ,S459,Chem & Oil,"49,999",,"49,999",DWT,"24,495",2019-,GSI Nansha,Established >2010,2017-Jul-24,TORM A/S,TORM A/S,,
On Order,MR ,S446,Chem & Oil,"46,000",,"46,000",DWT,"23,397",2019-,Hyundai Vinashin,Established 2000-10,2017-Jul-21,Unknown,Unknown,,
On Order,MR ,S447,Chem & Oil,"46,000",,"46,000",DWT,"23,397",2019-,Hyundai Vinashin,Established 2000-10,2017-Jul-21,Unknown,Unknown,,
On Order,MR ,S448,Chem & Oil,"46,000",,"46,000",DWT,"23,397",2019-,Hyundai Vinashin,Established 2000-10,2017-Jul-21,Unknown,Unknown,,
On Order,MR ,S449,Chem & Oil,"46,000",,"46,000",DWT,"23,397",2019-,Hyundai Vinashin,Established 2000-10,2017-Jul-21,Unknown,Unknown,,
On Order,MR ,S450,Chem & Oil,"46,000",,"46,000",DWT,"23,397",2019-,Hyundai Vinashin,Established 2000-10,2017-Jul-21,Unknown,Unknown,,
On Order,MR ,S451,Chem & Oil,"46,000",,"46,000",DWT,"23,397",2019-,Hyundai Vinashin,Established 2000-10,2017-Jul-21,Unknown,Unknown,,
On Order,MR ,S452,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2019-01,STX SB (Jinhae),Established <2000,2017-Jul-20,ClearOcean Tankers,ClearOcean Tankers,,
On Order,MR ,2613,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2019-02,STX SB (Jinhae),Established <2000,2017-Jul-20,ClearOcean Tankers,ClearOcean Tankers,,
On Order,MR ,2614,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2019-,Hyundai Vinashin,Established 2000-10,2017-Jul-14,Fukujin Shipping,Fukujin Shipping,32.00,$m
On Order,MR ,8219,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2019-,Hyundai Vinashin,Established 2000-10,2017-Jul-14,Masumoto Shpg Co,Masumoto Shpg Co,32.00,$m
On Order,MR ,8224,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2019-,Hyundai Vinashin,Established 2000-10,2017-Jul-14,Masumoto Shpg Co,Masumoto Shpg Co,32.00,$m
On Order,MR ,8225,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2019-,Hyundai Vinashin,Established 2000-10,2017-Jul-14,Hisamoto Kisen K.K.,Hisamoto Kisen K.K.,32.00,$m
On Order,MR ,8226,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2019-,Hyundai Vinashin,Established 2000-10,2017-Jul-14,Fukujin Shipping,Fukujin Shipping,32.00,$m
On Order,MR ,H2650,Chem & Oil,"46,000",,"46,000",DWT,"23,397",2018-11,Hyundai Vinashin,Established 2000-10,2017-Jun-01,Unknown,Unknown,,
On Order,MR ,2648,Chem & Oil,"46,000",,"46,000",DWT,"23,397",2018-11,Hyundai Vinashin,Established 2000-10,2017-Jun-01,Unknown,Unknown,,
On Order,MR ,17121001,Chem & Oil,"46,000",,"46,000",DWT,"23,397",2019-,Hyundai Vinashin,Established 2000-10,2017-Jun-01,Unknown,Unknown,,
On Order,MR ,17121002,Chem & Oil,"46,000",,"46,000",DWT,"23,397",2019-,Hyundai Vinashin,Established 2000-10,2017-Jun-01,Unknown,Unknown,,
On Order,MR ,17121003,Chem & Oil,"46,000",,"46,000",DWT,"23,397",2019-,Hyundai Vinashin,Established 2000-10,2017-Jun-01,Unknown,Unknown,,
On Order,MR ,2610,Chem & Oil,"46,000",,"46,000",DWT,"23,397",2019-,Hyundai Vinashin,Established 2000-10,2017-Jun-01,Unknown,Unknown,,
On Order,MR ,S445,Chem & Oil,"50,000","29,528","50,000",DWT,"24,149",2018-12,Hyundai Mipo,Established <2000,2017-Jun-01,Chartworld Shpg,Chartworld Shpg,,
On Order,MR ,HT-CT38-009,Chem & Oil,"50,000","29,528","50,000",DWT,"24,149",2019-03,Hyundai Mipo,Established <2000,2017-Jun-01,Chartworld Shpg,Chartworld Shpg,,
On Order,MR ,HT-CT38-010,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2018-08,Hyundai Mipo,Established <2000,2017-Jun-01,Elandra Tankers,Vitol Group,,
On Order,MR ,15121031,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2018-09,Hyundai Mipo,Established <2000,2017-Jun-01,Elandra Tankers,Vitol Group,,
On Order,MR ,515,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2018-09,Hyundai Mipo,Established <2000,2017-Jun-01,Elandra Tankers,Vitol Group,,
On Order,MR ,8220,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2018-11,Hyundai Mipo,Established <2000,2017-Jun-01,Elandra Tankers,Vitol Group,,
On Order,MR ,8221,Chem & Oil,"50,000","29,608","50,000",DWT,"24,185",2019-01,Hyundai Mipo,Established <2000,2017-May-16,Seaworld Mgmt & Trdg,Seaworld Mgmt & Trdg,,
On Order,MR ,589,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2018-09,Hyundai Vinashin,Established 2000-10,2017-May-11,Top Ships,Top Ships,,
On Order,MR ,590,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2020-11,Hyundai Mipo,Established <2000,2017-May-08,Cido Shipping,Cido Shipping,,
On Order,MR ,772,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2021-02,Hyundai Mipo,Established <2000,2017-May-08,Cido Shipping,Cido Shipping,,
On Order,MR ,5144,Chem & Oil,"52,000",,"52,000",DWT,"25,030",2019-04,GSI Nansha,Established >2010,2017-May-01,Formosa Plastics Co,Formosa Plastics Grp,,
On Order,MR ,5150,Chem & Oil,"52,000",,"52,000",DWT,"25,030",2019-06,GSI Nansha,Established >2010,2017-May-01,Formosa Plastics Co,Formosa Plastics Grp,,
On Order,MR ,5151,Chem & Oil,"52,000",,"52,000",DWT,"25,030",2019-07,GSI Nansha,Established >2010,2017-May-01,Formosa Plastics Co,Formosa Plastics Grp,,
On Order,MR ,5145,Chem & Oil,"50,000","29,528","50,000",DWT,"24,149",2018-10,Hyundai Mipo,Established <2000,2017-Apr-24,Chartworld Shpg,Chartworld Shpg,,
On Order,MR ,5158,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2018-09,Hyundai Vinashin,Established 2000-10,2017-Feb-03,Fukujin Shipping,Fukujin Shipping,,
On Order,Handy ,5159,Chem & Oil,"32,400","23,485","32,400",DWT,"21,291",2019-04,Shanhaiguan SB,Established 2000-10,2017-Feb-01,Elcano,Elcano,,
On Order,MR ,YZJ2014-1239,Chem & Oil,"51,000",,"51,000",DWT,"24,764",2019-03,Minaminippon (Ozai),Established <2000,2017-Jan-13,Asahi Tanker Co.,Mitsui O.S.K. Lines,,
On Order,Handy ,YZJ2014-1240,Chem & Oil,"38,000",,"38,000",DWT,"21,064",2018-12,Jiangsu Hantong HI,Established 2000-10,2017-Jan-01,Carl Buttner,Carl Buttner,,
On Order,Handy ,YZJ2014-1241,Chem & Oil,"38,000",,"38,000",DWT,"21,064",2019-01,Jiangsu Hantong HI,Established 2000-10,2017-Jan-01,Carl Buttner,Carl Buttner,,
On Order,MR ,6020,Products,"44,500",,"44,500",DWT,"16,100",2018-10,GSI Nansha,Established >2010,2016-Jan-14,Dynacom Tankers Mgmt,Dynacom Tankers Mgmt,,
On Order,MR ,6021,Products,"45,000",,"45,000",DWT,"16,203",2018-10,Arctech Shipyard,Established >2010,2016-Jan-01,Dynacom Tankers Mgmt,Dynacom Tankers Mgmt,,
On Order,MR ,6022,Chem & Oil,"49,751","29,256","49,751",DWT,"24,026",2018-12,Hyundai Mipo,Established <2000,2015-Dec-01,Cido Shipping,Cido Shipping,,
On Order,MR ,6038,Chem & Oil,"49,751","29,256","49,751",DWT,"24,026",2018-12,Hyundai Mipo,Established <2000,2015-Dec-01,Cido Shipping,Cido Shipping,,
On Order,MR ,6040,Chem & Oil,"40,400","25,000","40,400",DWT,"22,036",2019-06,Santierul Naval,Established <2000,2015-Nov-20,Histria Shipmgmt,Petromin Shpg. Co.,,
On Order,MR ,6041,Chem & Oil,"40,400","25,000","40,400",DWT,"22,036",2019-12,Santierul Naval,Established <2000,2015-Nov-20,Histria Shipmgmt,Petromin Shpg. Co.,,
On Order,MR ,6051,Products,"49,600",,"49,600",DWT,"17,127",2020-09,Onomichi Dockyd,Established <2000,2015-Nov-01,Unknown Japanese,Unknown Japanese,,
On Order,MR ,H118,Chem & Oil,"50,000","29,447","50,000",DWT,"24,113",2018-09,JMU Maizuru Shipyard,Established >2010,2015-Nov-01,Nissen Kaiun,Nissen Kaiun,,
On Order,MR ,H119,Chem & Oil,"50,000","29,447","50,000",DWT,"24,113",2019-02,JMU Maizuru Shipyard,Established >2010,2015-Nov-01,Nissen Kaiun,Nissen Kaiun,,
On Order,MR ,H120,Chem & Oil,"50,000","29,447","50,000",DWT,"24,113",2019-05,JMU Maizuru Shipyard,Established >2010,2015-Nov-01,Nissen Kaiun,Nissen Kaiun,,
On Order,MR ,H121,Chem & Oil,"50,000","29,447","50,000",DWT,"24,113",2018-12,JMU Maizuru Shipyard,Established >2010,2015-Nov-01,Nissen Kaiun,Nissen Kaiun,,
On Order,MR ,H122,Chem & Oil,"50,000","29,447","50,000",DWT,"24,113",2019-07,JMU Maizuru Shipyard,Established >2010,2015-Nov-01,Nissen Kaiun,Nissen Kaiun,,
On Order,MR ,H123,Chem & Oil,"50,000","29,447","50,000",DWT,"24,113",2019-11,JMU Maizuru Shipyard,Established >2010,2015-Nov-01,Nissen Kaiun,Nissen Kaiun,,
On Order,Handy ,773,Chem & Oil,"39,000","25,500","39,000",DWT,"22,278",2018-11,YZJ Offshore,Established >2010,2015-Oct-16,Bangladesh Shipping,Bangladesh Shipping,,
On Order,Handy ,5995,Chem & Oil,"39,000","25,500","39,000",DWT,"22,278",2018-12,YZJ Offshore,Established >2010,2015-Oct-16,Bangladesh Shipping,Bangladesh Shipping,,
On Order,Handy ,5996,Chem & Oil,"39,000","25,500","39,000",DWT,"22,278",2018-12,YZJ Offshore,Established >2010,2015-Oct-16,Bangladesh Shipping,Bangladesh Shipping,,
On Order,MR ,5997,Products,"51,500",,"51,500",DWT,"17,498",2019-03,Shin Kurushima,Established <2000,2015-Oct-01,Unknown,Unknown,,
On Order,MR ,5998,Products,"51,500",,"51,500",DWT,"17,498",2019-04,Shin Kurushima,Established <2000,2015-Oct-01,Unknown,Unknown,,
On Order,MR ,755,Products,"51,500",,"51,500",DWT,"17,498",2019-06,Shin Kurushima,Established <2000,2015-Oct-01,Unknown,Unknown,,
On Order,MR ,756,Products,"51,500",,"51,500",DWT,"17,498",2019-08,Shin Kurushima,Established <2000,2015-Oct-01,Unknown,Unknown,,
On Order,MR ,752,Products,"51,500",,"51,500",DWT,"17,498",2019-09,Shin Kurushima,Established <2000,2015-Oct-01,Unknown,Unknown,,
On Order,MR ,759,Products,"51,500",,"51,500",DWT,"17,498",2019-11,Shin Kurushima,Established <2000,2015-Oct-01,Unknown,Unknown,,
On Order,MR ,760,Products,"51,500",,"51,500",DWT,"17,498",2019-12,Shin Kurushima,Established <2000,2015-Oct-01,Unknown,Unknown,,
On Order,MR ,749,Chem & Oil,"49,940","30,000","49,940",DWT,"24,361",2018-10,Samsung Ningbo,Established >2010,2015-Sep-18,Maersk Tankers,A.P. Moller Holding,,
On Order,MR ,750,Chem & Oil,"49,940","30,000","49,940",DWT,"24,361",2018-11,Samsung Ningbo,Established >2010,2015-Sep-18,Maersk Tankers,A.P. Moller Holding,,
On Order,MR ,757,Chem & Oil,"49,940","30,000","49,940",DWT,"24,361",2018-12,Samsung Ningbo,Established >2010,2015-Sep-18,Maersk Tankers,A.P. Moller Holding,,
On Order,MR ,758,Chem & Oil,"49,940","30,000","49,940",DWT,"24,361",2019-02,Samsung Ningbo,Established >2010,2015-Sep-18,Maersk Tankers,A.P. Moller Holding,,
On Order,MR ,746,Chem & Oil,"49,940","30,000","49,940",DWT,"24,361",2019-04,Samsung Ningbo,Established >2010,2015-Sep-18,Maersk Tankers,A.P. Moller Holding,,
On Order,MR ,747,Chem & Oil,"49,940","30,000","49,940",DWT,"24,361",2019-06,Samsung Ningbo,Established >2010,2015-Sep-18,Maersk Tankers,A.P. Moller Holding,,
On Order,MR ,748,Products,"49,600",,"49,600",DWT,"17,127",2020-10,Onomichi Dockyd,Established <2000,2015-Sep-01,Unknown Japanese,Unknown Japanese,,
On Order,MR ,751,Chem & Oil,"51,000",,"51,000",DWT,"24,764",2018-09,Minaminippon (Ozai),Established <2000,2015-Aug-07,Asahi Tanker Co.,Mitsui O.S.K. Lines,,
On Order,MR ,SF140503,Chem & Oil,"51,000",,"51,000",DWT,"24,764",2018-11,Minaminippon (Ozai),Established <2000,2015-Aug-07,Asahi Tanker Co.,Mitsui O.S.K. Lines,,
On Order,MR ,SF140504,Products,"51,500",,"51,500",DWT,"17,498",2019-04,Shin Kurushima,Established <2000,2015-Aug-01,Unknown,Unknown,,
On Order,MR ,SF140501,Products,"51,500",,"51,500",DWT,"17,498",2019-07,Shin Kurushima,Established <2000,2015-Aug-01,Unknown,Unknown,,
On Order,MR ,SF140502,Products,"51,500",,"51,500",DWT,"17,498",2019-10,Shin Kurushima,Established <2000,2015-Aug-01,Unknown,Unknown,,
On Order,MR ,0305014,Products,"51,500",,"51,500",DWT,"17,498",2020-01,Shin Kurushima,Established <2000,2015-Aug-01,Unknown,Unknown,,
On Order,MR ,0305015,Products,"49,700",,"49,700",DWT,"17,147",2019-10,Onomichi Dockyd,Established <2000,2015-Jun-01,Unknown Japanese,Unknown Japanese,,
On Order,MR ,0305012,Products,"49,700",,"49,700",DWT,"17,147",2019-11,Onomichi Dockyd,Established <2000,2015-Jun-01,Unknown Japanese,Unknown Japanese,,
On Order,MR ,0305013,Products,"49,700",,"49,700",DWT,"17,147",2019-04,Onomichi Dockyd,Established <2000,2015-Jun-01,Unknown Japanese,Unknown Japanese,,
On Order,MR ,6031,Products,"49,700",,"49,700",DWT,"17,147",2020-08,Onomichi Dockyd,Established <2000,2015-Jun-01,Unknown Japanese,Unknown Japanese,,
On Order,MR ,6032,Products,"49,700",,"49,700",DWT,"17,147",2020-09,Onomichi Dockyd,Established <2000,2015-Jun-01,Unknown Japanese,Unknown Japanese,,
On Order,MR ,0305008,Products,"49,700",,"49,700",DWT,"17,147",2018-11,Onomichi Dockyd,Established <2000,2015-Jun-01,Eastern Pacific Shpg,Eastern Pacific Shpg,,
On Order,MR ,0305010,Products,"49,700",,"49,700",DWT,"17,147",2019-04,Onomichi Dockyd,Established <2000,2015-Jun-01,Eastern Pacific Shpg,Eastern Pacific Shpg,,
On Order,MR ,0305009,Chem & Oil,"49,700",,"49,700",DWT,"24,415",2020-04,Onomichi Dockyd,Established <2000,2015-Jun-01,Unknown Japanese,Unknown Japanese,,
On Order,MR ,0305011,Chem & Oil,"49,700",,"49,700",DWT,"24,415",2020-06,Onomichi Dockyd,Established <2000,2015-Jun-01,Unknown Japanese,Unknown Japanese,,
On Order,MR ,652,Products,"49,700",,"49,700",DWT,"17,147",2018-08,Onomichi Dockyd,Established <2000,2015-Jun-01,Shenlong Maritime,Shenlong Maritime,,
On Order,MR ,657,Products,"49,700",,"49,700",DWT,"17,147",2018-09,Onomichi Dockyd,Established <2000,2015-Jun-01,Shenlong Maritime,Shenlong Maritime,,
On Order,MR ,660,Products,"49,700",,"49,700",DWT,"17,147",2019-01,Onomichi Dockyd,Established <2000,2015-Jun-01,Shenlong Maritime,Shenlong Maritime,,
On Order,MR ,655,Products,"49,700",,"49,700",DWT,"17,147",2019-02,Onomichi Dockyd,Established <2000,2015-May-01,Unknown Japanese,Unknown Japanese,,
On Order,Handy ,XY001,Chem & Oil,"34,500","23,000","34,500",DWT,"21,048",2018-12,Taizhou Sanfu,Established <2000,2014-Aug-01,Nova Shpg & Log,Nova Shpg & Log,,
On Order,Handy ,H1869A,Chem & Oil,"34,500","23,000","34,500",DWT,"21,048",2019-02,Taizhou Sanfu,Established <2000,2014-Aug-01,Nova Shpg & Log,Nova Shpg & Log,,
On Order,Handy ,H1868A,Chem & Oil,"34,500","23,000","34,500",DWT,"21,048",2018-08,Taizhou Sanfu,Established <2000,2014-Jul-10,Nova Shpg & Log,Nova Shpg & Log,30.00,$m
On Order,Handy ,6055,Chem & Oil,"34,500","23,000","34,500",DWT,"21,048",2018-10,Taizhou Sanfu,Established <2000,2014-Jul-10,Nova Shpg & Log,Nova Shpg & Log,30.00,$m
On Order,MR ,6058,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2019-10,Hyundai Mipo,Established <2000,2018-Aug-03,SK Shipping,SK Holdings,,
On Order,MR ,2655,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2020-,Onomichi Dockyd,Established <2000,2018-Jul-20,Nissen Kaiun,Nissen Kaiun,,
On Order,MR ,2657,Chem & Oil,"50,000",,"50,000",DWT,"24,496",2020-,Onomichi Dockyd,Established <2000,2018-Jul-20,Nissen Kaiun,Nissen Kaiun,,
